scenario,period,year_min,year_max,crop,crop_label,mode,mode_label,hazard,hazard_label,metric,n_samples,mean,sd,ci95_low,ci95_high,mean_sd_ci
ssp126,future_2070_2100,2070,2100,soyb,Soybean,Irr,Irrigated,wet,Waterlogging stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,Irr,Irrigated,wet,Waterlogging stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,dry,Drought stress,loss_pct,10,1.8458872673812081,0.46108843554681644,1.5601016941992378,2.1316728405631786,1.846 ± 0.461 (1.560-2.132)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,dry,Drought stress,loss_million_tonnes,10,2.4810150412740244,0.6169268294064045,2.0986398308783096,2.863390251669739,2.481 ± 0.617 (2.099-2.863)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,total,Total water stress,loss_pct,10,2.731248365277424,0.41270953945055017,2.4754483425558247,2.9870483879990237,2.731 ± 0.413 (2.475-2.987)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,total,Total water stress,loss_million_tonnes,10,3.6808010651885885,0.5506329335951643,3.339515237115839,4.022086893261338,3.681 ± 0.551 (3.340-4.022)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,wet,Waterlogging stress,loss_pct,10,1.1950270943941717,0.07395829553211705,1.1491872679080841,1.2408669208802592,1.195 ± 0.074 (1.149-1.241)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,wet,Waterlogging stress,loss_million_tonnes,10,1.616769998887507,0.10480192509153746,1.5518130927414238,1.6817269050335903,1.617 ± 0.105 (1.552-1.682)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,total,Total,dry,Drought stress,loss_pct,10,1.7125750002154567,0.4274856540681022,1.4476166467706593,1.9775333536602542,1.713 ± 0.427 (1.448-1.978)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,total,Total,dry,Drought stress,loss_million_tonnes,10,2.4810150412740244,0.6169268294064045,2.0986398308783096,2.863390251669739,2.481 ± 0.617 (2.099-2.863)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,total,Total,total,Total water stress,loss_pct,10,3.0724597712805144,0.4204678791970793,2.8118510797646676,3.333068462796361,3.072 ± 0.420 (2.812-3.333)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,total,Total,total,Total water stress,loss_million_tonnes,10,4.460698062150736,0.6039293166247626,4.086378793639221,4.835017330662251,4.461 ± 0.604 (4.086-4.835)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,total,Total,wet,Waterlogging stress,loss_pct,10,1.1093861983755644,0.06866701582470691,1.0668259410295162,1.1519464557216126,1.109 ± 0.069 (1.067-1.152)
ssp126,future_2070_2100,2070,2100,soyb,Soybean,total,Total,wet,Waterlogging stress,loss_million_tonnes,10,1.616769998887507,0.10480192509153746,1.5518130927414238,1.6817269050335903,1.617 ± 0.105 (1.552-1.682)
ssp126,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,dry,Drought stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp126,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,dry,Drought stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp126,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,total,Total water stress,loss_pct,10,4.622968122481166,0.3449037047913249,4.409194591489266,4.836741653473066,4.623 ± 0.345 (4.409-4.837)
ssp126,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,total,Total water stress,loss_million_tonnes,10,0.7437558924151582,0.05344923641764793,0.7106277124649473,0.776884072365369,0.744 ± 0.053 (0.711-0.777)
ssp126,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp126,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp126,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,loss_pct,10,3.8043012064127026,0.619872278741296,3.420100387605334,4.188502025220071,3.804 ± 0.620 (3.420-4.189)
ssp126,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,loss_million_tonnes,10,14.443147814497289,2.347690912025628,12.98803391177781,15.898261717216768,14.443 ± 2.348 (12.988-15.898)
ssp126,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,total,Total water stress,loss_pct,10,3.8798338987902206,0.5971813836277078,3.5096970424814096,4.2499707550990315,3.880 ± 0.597 (3.510-4.250)
ssp126,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,total,Total water stress,loss_million_tonnes,10,14.73022731616928,2.261360973850818,13.32862126348901,16.13183336884955,14.730 ± 2.261 (13.329-16.132)
ssp126,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,loss_pct,10,0.40828729325463736,0.03244717345275173,0.3881763267925693,0.4283982597167054,0.408 ± 0.032 (0.388-0.428)
ssp126,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,loss_million_tonnes,10,1.5515503598289642,0.1269187055996781,1.4728853311033956,1.6302153885545327,1.552 ± 0.127 (1.473-1.630)
ssp126,future_2070_2100,2070,2100,whea,Wheat,total,Total,dry,Drought stress,loss_pct,10,3.649804773598015,0.5950322961646088,3.2809999354989676,4.018609611697062,3.650 ± 0.595 (3.281-4.019)
ssp126,future_2070_2100,2070,2100,whea,Wheat,total,Total,dry,Drought stress,loss_million_tonnes,10,14.443147814497289,2.347690912025628,12.98803391177781,15.898261717216768,14.443 ± 2.348 (12.988-15.898)
ssp126,future_2070_2100,2070,2100,whea,Wheat,total,Total,total,Total water stress,loss_pct,10,3.9098682520766594,0.585216366684454,3.547147390101353,4.272589114051966,3.910 ± 0.585 (3.547-4.273)
ssp126,future_2070_2100,2070,2100,whea,Wheat,total,Total,total,Total water stress,loss_million_tonnes,10,15.473983208584439,2.3084017998053215,14.043220949909937,16.90474546725894,15.474 ± 2.308 (14.043-16.905)
ssp126,future_2070_2100,2070,2100,whea,Wheat,total,Total,wet,Waterlogging stress,loss_pct,10,0.3917203613864533,0.031208998934517937,0.3723768234415917,0.4110638993313149,0.392 ± 0.031 (0.372-0.411)
ssp126,future_2070_2100,2070,2100,whea,Wheat,total,Total,wet,Waterlogging stress,loss_million_tonnes,10,1.5515503598289642,0.1269187055996781,1.4728853311033956,1.6302153885545327,1.552 ± 0.127 (1.473-1.630)
ssp585,future_2070_2100,2070,2100,all4,All four crops,Irr,Irrigated,dry,Drought stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,all4,All four crops,Irr,Irrigated,dry,Drought stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,all4,All four crops,Irr,Irrigated,total,Total water stress,loss_pct,10,6.734984881890897,0.21365627651261407,6.60255934973746,6.867410414044334,6.735 ± 0.214 (6.603-6.867)
ssp585,future_2070_2100,2070,2100,all4,All four crops,Irr,Irrigated,total,Total water stress,loss_million_tonnes,10,16.228886386795427,0.5673122359541594,15.877262620016216,16.580510153574636,16.229 ± 0.567 (15.877-16.581)
ssp585,future_2070_2100,2070,2100,all4,All four crops,Irr,Irrigated,wet,Waterlogging stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,all4,All four crops,Irr,Irrigated,wet,Waterlogging stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,all4,All four crops,nonIrr,Rainfed,dry,Drought stress,loss_pct,10,3.666494183798348,0.5635468740111823,3.317204212530264,4.015784155066432,3.666 ± 0.564 (3.317-4.016)
ssp585,future_2070_2100,2070,2100,all4,All four crops,nonIrr,Rainfed,dry,Drought stress,loss_million_tonnes,10,39.26904509066778,5.972502704326884,35.56724956273891,42.970840618596654,39.269 ± 5.973 (35.567-42.971)
ssp585,future_2070_2100,2070,2100,all4,All four crops,nonIrr,Rainfed,total,Total water stress,loss_pct,10,5.238520976444553,0.5429462009273079,4.901999434638872,5.575042518250234,5.239 ± 0.543 (4.902-5.575)
ssp585,future_2070_2100,2070,2100,all4,All four crops,nonIrr,Rainfed,total,Total water stress,loss_million_tonnes,10,56.19701770596153,5.792696794592922,52.606667035490176,59.78736837643288,56.197 ± 5.793 (52.607-59.787)
ssp585,future_2070_2100,2070,2100,all4,All four crops,nonIrr,Rainfed,wet,Waterlogging stress,loss_pct,10,2.086749110350454,0.19240101588979908,1.9674977252194192,2.2060004954814882,2.087 ± 0.192 (1.967-2.206)
ssp585,future_2070_2100,2070,2100,all4,All four crops,nonIrr,Rainfed,wet,Waterlogging stress,loss_million_tonnes,10,22.465031576984096,2.1376323750332062,21.14011330436094,23.78994984960725,22.465 ± 2.138 (21.140-23.790)
ssp585,future_2070_2100,2070,2100,all4,All four crops,total,Total,dry,Drought stress,loss_pct,10,2.992808357957857,0.4566229666935739,2.709790511045657,3.275826204870057,2.993 ± 0.457 (2.710-3.276)
ssp585,future_2070_2100,2070,2100,all4,All four crops,total,Total,dry,Drought stress,loss_million_tonnes,10,39.26904509066778,5.972502704326884,35.56724956273891,42.970840618596654,39.269 ± 5.973 (35.567-42.971)
ssp585,future_2070_2100,2070,2100,all4,All four crops,total,Total,total,Total water stress,loss_pct,10,5.512884373372365,0.46899139403459394,5.222200495771667,5.803568250973062,5.513 ± 0.469 (5.222-5.804)
ssp585,future_2070_2100,2070,2100,all4,All four crops,total,Total,total,Total water stress,loss_million_tonnes,10,72.42590409275695,6.190844935385852,68.58877864795646,76.26302953755744,72.426 ± 6.191 (68.589-76.263)
ssp585,future_2070_2100,2070,2100,all4,All four crops,total,Total,wet,Waterlogging stress,loss_pct,10,1.7034963120230509,0.15801507062073836,1.6055575565754485,1.8014350674706532,1.703 ± 0.158 (1.606-1.801)
ssp585,future_2070_2100,2070,2100,all4,All four crops,total,Total,wet,Waterlogging stress,loss_million_tonnes,10,22.465031576984096,2.1376323750332062,21.14011330436094,23.78994984960725,22.465 ± 2.138 (21.140-23.790)
ssp585,future_2070_2100,2070,2100,maiz,Maize,Irr,Irrigated,dry,Drought stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,maiz,Maize,Irr,Irrigated,dry,Drought stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,maiz,Maize,Irr,Irrigated,total,Total water stress,loss_pct,10,8.905938497227295,0.3704285799076854,8.67634448473302,9.13553250972157,8.906 ± 0.370 (8.676-9.136)
ssp585,future_2070_2100,2070,2100,maiz,Maize,Irr,Irrigated,total,Total water stress,loss_million_tonnes,10,11.218472065086829,0.4872865331872431,10.91644874275904,11.520495387414616,11.218 ± 0.487 (10.916-11.520)
ssp585,future_2070_2100,2070,2100,maiz,Maize,Irr,Irrigated,wet,Waterlogging stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,maiz,Maize,Irr,Irrigated,wet,Waterlogging stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,maiz,Maize,nonIrr,Rainfed,dry,Drought stress,loss_pct,10,3.4934609179519533,0.4152835275422503,3.236065520882529,3.7508563150213776,3.493 ± 0.415 (3.236-3.751)
ssp585,future_2070_2100,2070,2100,maiz,Maize,nonIrr,Rainfed,dry,Drought stress,loss_million_tonnes,10,14.919509806577532,1.7553975086527158,13.8315031586173,16.007516454537765,14.920 ± 1.755 (13.832-16.008)
ssp585,future_2070_2100,2070,2100,maiz,Maize,nonIrr,Rainfed,total,Total water stress,loss_pct,10,4.799271849161618,0.41406200694513634,4.542633558402149,5.055910139921088,4.799 ± 0.414 (4.543-5.056)
ssp585,future_2070_2100,2070,2100,maiz,Maize,nonIrr,Rainfed,total,Total water stress,loss_million_tonnes,10,20.494062168386936,1.7518623731069194,19.408246620138485,21.579877716635387,20.494 ± 1.752 (19.408-21.580)
ssp585,future_2070_2100,2070,2100,maiz,Maize,nonIrr,Rainfed,wet,Waterlogging stress,loss_pct,10,1.7008054772265244,0.15916071235743595,1.6021566456739011,1.7994543087791477,1.701 ± 0.159 (1.602-1.799)
ssp585,future_2070_2100,2070,2100,maiz,Maize,nonIrr,Rainfed,wet,Waterlogging stress,loss_million_tonnes,10,7.259864256181459,0.6920971272875792,6.830898012460967,7.68883049990195,7.260 ± 0.692 (6.831-7.689)
ssp585,future_2070_2100,2070,2100,maiz,Maize,total,Total,dry,Drought stress,loss_pct,10,2.6973034083977994,0.3180739242749957,2.5001591476544855,2.894447669141113,2.697 ± 0.318 (2.500-2.894)
ssp585,future_2070_2100,2070,2100,maiz,Maize,total,Total,dry,Drought stress,loss_million_tonnes,10,14.919509806577532,1.7553975086527158,13.8315031586173,16.007516454537765,14.920 ± 1.755 (13.832-16.008)
ssp585,future_2070_2100,2070,2100,maiz,Maize,total,Total,total,Total water stress,loss_pct,10,5.73453540131776,0.3826755356764545,5.4973506469954865,5.971720155640033,5.735 ± 0.383 (5.497-5.972)
ssp585,future_2070_2100,2070,2100,maiz,Maize,total,Total,total,Total water stress,loss_million_tonnes,10,31.712534233473765,2.118099754608619,30.3997224044164,33.02534606253113,31.713 ± 2.118 (30.400-33.025)
ssp585,future_2070_2100,2070,2100,maiz,Maize,total,Total,wet,Waterlogging stress,loss_pct,10,1.3139066244555675,0.12403200652412698,1.2370307903536548,1.3907824585574802,1.314 ± 0.124 (1.237-1.391)
ssp585,future_2070_2100,2070,2100,maiz,Maize,total,Total,wet,Waterlogging stress,loss_million_tonnes,10,7.259864256181459,0.6920971272875792,6.830898012460967,7.68883049990195,7.260 ± 0.692 (6.831-7.689)
ssp585,future_2070_2100,2070,2100,rice,Rice,Irr,Irrigated,dry,Drought stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,rice,Rice,Irr,Irrigated,dry,Drought stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,rice,Rice,Irr,Irrigated,total,Total water stress,loss_pct,10,3.8052054861873414,0.11067898795751363,3.7366059387379957,3.873805033636687,3.805 ± 0.111 (3.737-3.874)
ssp585,future_2070_2100,2070,2100,rice,Rice,Irr,Irrigated,total,Total water stress,loss_million_tonnes,10,3.259799345833032,0.0971178103412121,3.1996051033519213,3.319993588314143,3.260 ± 0.097 (3.200-3.320)
ssp585,future_2070_2100,2070,2100,rice,Rice,Irr,Irrigated,wet,Waterlogging stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,rice,Rice,Irr,Irrigated,wet,Waterlogging stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,rice,Rice,nonIrr,Rainfed,dry,Drought stress,loss_pct,10,2.3614948254624886,0.2518491748498455,2.2053970896680255,2.5175925612569516,2.361 ± 0.252 (2.205-2.518)
ssp585,future_2070_2100,2070,2100,rice,Rice,nonIrr,Rainfed,dry,Drought stress,loss_million_tonnes,10,2.9594254604126005,0.29662912380791023,2.7755728247042777,3.1432780961209232,2.959 ± 0.297 (2.776-3.143)
ssp585,future_2070_2100,2070,2100,rice,Rice,nonIrr,Rainfed,total,Total water stress,loss_pct,10,10.239127944492903,0.9701311377081501,9.637834435748093,10.840421453237713,10.239 ± 0.970 (9.638-10.840)
ssp585,future_2070_2100,2070,2100,rice,Rice,nonIrr,Rainfed,total,Total water stress,loss_million_tonnes,10,12.868751840916644,1.3858250906425298,12.009808550808865,13.727695131024424,12.869 ± 1.386 (12.010-13.728)
ssp585,future_2070_2100,2070,2100,rice,Rice,nonIrr,Rainfed,wet,Waterlogging stress,loss_pct,10,9.817663350980371,1.0065487195784968,9.193797991140714,10.441528710820029,9.818 ± 1.007 (9.194-10.442)
ssp585,future_2070_2100,2070,2100,rice,Rice,nonIrr,Rainfed,wet,Waterlogging stress,loss_million_tonnes,10,12.356670664171213,1.4240550094684101,11.47403222488582,13.239309103456607,12.357 ± 1.424 (11.474-13.239)
ssp585,future_2070_2100,2070,2100,rice,Rice,total,Total,dry,Drought stress,loss_pct,10,1.3915436754584785,0.14301135139451898,1.3029043215320646,1.4801830293848923,1.392 ± 0.143 (1.303-1.480)
ssp585,future_2070_2100,2070,2100,rice,Rice,total,Total,dry,Drought stress,loss_million_tonnes,10,2.9594254604126005,0.29662912380791023,2.7755728247042777,3.1432780961209232,2.959 ± 0.297 (2.776-3.143)
ssp585,future_2070_2100,2070,2100,rice,Rice,total,Total,total,Total water stress,loss_pct,10,7.614093672677167,0.5588826336124603,7.267694627559131,7.960492717795202,7.614 ± 0.559 (7.268-7.960)
ssp585,future_2070_2100,2070,2100,rice,Rice,total,Total,total,Total water stress,loss_million_tonnes,10,16.12855118674968,1.3236555310193836,15.3081409889115,16.948961384587857,16.129 ± 1.324 (15.308-16.949)
ssp585,future_2070_2100,2070,2100,rice,Rice,total,Total,wet,Waterlogging stress,loss_pct,10,5.798734753921011,0.6222469744715526,5.413062083451175,6.184407424390846,5.799 ± 0.622 (5.413-6.184)
ssp585,future_2070_2100,2070,2100,rice,Rice,total,Total,wet,Waterlogging stress,loss_million_tonnes,10,12.356670664171213,1.4240550094684101,11.47403222488582,13.239309103456607,12.357 ± 1.424 (11.474-13.239)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,Irr,Irrigated,dry,Drought stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,Irr,Irrigated,dry,Drought stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,Irr,Irrigated,total,Total water stress,loss_pct,10,8.602817089056305,0.49922747826220376,8.293392692293557,8.912241485819054,8.603 ± 0.499 (8.293-8.912)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,Irr,Irrigated,total,Total water stress,loss_million_tonnes,10,0.9127388001430393,0.059207353484965475,0.8760417022593724,0.9494358980267062,0.913 ± 0.059 (0.876-0.949)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,Irr,Irrigated,wet,Waterlogging stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,Irr,Irrigated,wet,Waterlogging stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,dry,Drought stress,loss_pct,10,2.2913779270873755,0.46351815763621895,2.004086396552193,2.578669457622558,2.291 ± 0.464 (2.004-2.579)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,dry,Drought stress,loss_million_tonnes,10,3.153001104348974,0.6271428818510684,2.764293919046769,3.5417082896511793,3.153 ± 0.627 (2.764-3.542)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,total,Total water stress,loss_pct,10,3.0904914325397614,0.469776044609699,2.7993212234740645,3.3816616416054583,3.090 ± 0.470 (2.799-3.382)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,total,Total water stress,loss_million_tonnes,10,4.258385421256504,0.6333951782773207,3.865803022480855,4.650967820032153,4.258 ± 0.633 (3.866-4.651)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,wet,Waterlogging stress,loss_pct,10,1.0813069583035961,0.07901166013737905,1.0323350239855271,1.1302788926216651,1.081 ± 0.079 (1.032-1.130)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,nonIrr,Rainfed,wet,Waterlogging stress,loss_million_tonnes,10,1.494224887337319,0.11276644910482897,1.4243315180644587,1.5641182566101792,1.494 ± 0.113 (1.424-1.564)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,total,Total,dry,Drought stress,loss_pct,10,2.126932473002288,0.4289362233259597,1.8610750474167954,2.3927898985877807,2.127 ± 0.429 (1.861-2.393)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,total,Total,dry,Drought stress,loss_million_tonnes,10,3.153001104348974,0.6271428818510684,2.764293919046769,3.5417082896511793,3.153 ± 0.627 (2.764-3.542)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,total,Total,total,Total water stress,loss_pct,10,3.486309601809782,0.46957679750945047,3.1952628873762627,3.777356316243301,3.486 ± 0.470 (3.195-3.777)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,total,Total,total,Total water stress,loss_million_tonnes,10,5.171124221399545,0.6840246284914695,4.747161364269569,5.59508707852952,5.171 ± 0.684 (4.747-5.595)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,total,Total,wet,Waterlogging stress,loss_pct,10,1.0042112794722056,0.07381334972846665,0.9584612913259745,1.0499612676184367,1.004 ± 0.074 (0.958-1.050)
ssp585,future_2070_2100,2070,2100,soyb,Soybean,total,Total,wet,Waterlogging stress,loss_million_tonnes,10,1.494224887337319,0.11276644910482897,1.4243315180644587,1.5641182566101792,1.494 ± 0.113 (1.424-1.564)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,dry,Drought stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,dry,Drought stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,total,Total water stress,loss_pct,10,4.446322676703491,0.295818323995795,4.262972579925181,4.629672773481801,4.446 ± 0.296 (4.263-4.630)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,total,Total water stress,loss_million_tonnes,10,0.8378761757325256,0.05848473260200535,0.80162696291235,0.8741253885527012,0.838 ± 0.058 (0.802-0.874)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,loss_pct,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,loss_million_tonnes,10,0.0,0.0,0.0,0.0,0.000 ± 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,loss_pct,10,4.775117051583646,1.0344450238275416,4.133961383237298,5.416272719929993,4.775 ± 1.034 (4.134-5.416)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,loss_million_tonnes,10,18.237108719328678,3.9305469265188613,15.800930494685758,20.673286943971597,18.237 ± 3.931 (15.801-20.673)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,total,Total water stress,loss_pct,10,4.863651496743006,1.0103827866119197,4.237409757535982,5.48989323595003,4.864 ± 1.010 (4.237-5.490)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,total,Total water stress,loss_million_tonnes,10,18.575818275401446,3.838353222463338,16.196782300544147,20.954854250258744,18.576 ± 3.838 (16.197-20.955)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,loss_pct,10,0.35403946386619334,0.05177840615919342,0.32194687523923027,0.3861320524931564,0.354 ± 0.052 (0.322-0.386)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,loss_million_tonnes,10,1.3542717692941075,0.20070585209941,1.229872993351739,1.4786705452364761,1.354 ± 0.201 (1.230-1.479)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,dry,Drought stress,loss_pct,10,4.550931936225508,0.9846961381147051,3.940610946701123,5.161252925749893,4.551 ± 0.985 (3.941-5.161)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,dry,Drought stress,loss_million_tonnes,10,18.237108719328678,3.9305469265188613,15.800930494685758,20.673286943971597,18.237 ± 3.931 (15.801-20.673)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,total,Total water stress,loss_pct,10,4.843951632687832,0.9747846685269393,4.239773835659385,5.448129429716278,4.844 ± 0.975 (4.240-5.448)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,total,Total water stress,loss_million_tonnes,10,19.41369445113397,3.8896065226777394,17.002891351686202,21.82449755058174,19.414 ± 3.890 (17.003-21.824)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,wet,Waterlogging stress,loss_pct,10,0.3374640580811802,0.04943191980044647,0.3068258367670796,0.3681022793952808,0.337 ± 0.049 (0.307-0.368)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,wet,Waterlogging stress,loss_million_tonnes,10,1.3542717692941075,0.20070585209941,1.229872993351739,1.4786705452364761,1.354 ± 0.201 (1.230-1.479)
